video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,publish_month
QwievZ1Tx-8,18.29.03,Marvel Studios' Avengers: Infinity War - Official Trailer,Marvel Entertainment,24,2018-03-16 13:02:41+00:00,"marvel|""comics""|""comic books""|""nerd""|""geek""|""superhero""|""super hero""|""infinity war""|""avengers""|""captain america""|""black panther""|""iron man""|""hulk""|""black window""|""wakanda""|""winter soldier""",52404970,1565579,32705,194290,https://i.ytimg.com/vi/QwievZ1Tx-8/default.jpg,False,False,False,"In theaters April 27. Get your tickets now: http://www.fandango.com/infinitywar\n\nFind out more on Marvel.com - http://bit.ly/2Iv6ouB\n\nFollow Marvel on Twitter: ‪https://twitter.com/marvel\nLike Marvel on Facebook: ‪https://www.facebook.com/Marvel\n\nFor even more news, stay tuned to:\nTumblr: ‪http://marvelentertainment.tumblr.com/\nInstagram: https://www.instagram.com/marvel\nGoogle+: ‪https://plus.google.com/+marvel\nPinterest: ‪http://pinterest.com/marvelofficial",3
rsEne1ZiQrk,18.20.04,The Weeknd - Call Out My Name (Official Audio),The Weeknd,10,2018-03-30 03:07:19+00:00,"The Weeknd|""Call Out My Name""|""Official Audio""|""My Dear Melancholy""|""XO""",41604561,670203,15663,26743,https://i.ytimg.com/vi/rsEne1ZiQrk/default.jpg,False,False,False,"My Dear Melancholy,\nAvailable now from The Weeknd.\nhttp://theweeknd.co/mdmYD\n\nConnect with The Weeknd\nhttps://facebook.com/theweeknd\nhttps://instagram.com/theweeknd\nhttps://soundcloud.com/theweeknd\nhttps://twitter.com/theweeknd\nhttps://www.theweeknd.com",3
Ph54wQG8ynk,18.24.03,Camila Cabello - Never Be the Same,CamilaCabelloVEVO,10,2018-03-08 14:00:01+00:00,"camila cabello|""camila""|""camila full album""|""havana""|""never be the same""|""all these years""|""she loves control""|""inside out""|""consequences""|""somethings gotta give""|""in the dark""|""into it""|""crying in the club""|""i have questions""|""fifth harmony""|""camilizers""|""harmonizers""|""Camila Cabello""|""Never Be the Same""|""Pop""|""Syco Music/Epic""",27784769,797015,27154,51147,https://i.ytimg.com/vi/Ph54wQG8ynk/default.jpg,False,False,False,"Camila album available at: \nSpotify http://smarturl.it/Camila_Sptfy\nApple Music http://smarturl.it/Camila_AM\niTunes http://smarturl.it/Camila_iTunes\nGoogle Play http://smarturl.it/Camila_GP\n\nDirected by Grant Singer\n \nPRODUCER – Saul Germaine\nEXECUTIVE PRODUCER – Nina Soriano\nFor Anonymous Content\n\nDIRECTOR OF PHOTOGRAPHY – André Chemetoff\nPRODUCTION DESIGNER – Joseph Bennett \nEDITOR – Nick Rondeau for Arcade Edit\nUK PRODUCTION COMPANY – Somesuch\nUK PRODUCER –  Jacob Swanhyam\n\nFind Camila Here: \nTwitter: @camila_cabello\nIG: @camila_cabello \nFacebook: @97camilacabello \nWebsite: www.camilacabello.com \n\n#Camila\n\n(C) 2018 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment",3
sS0LCjOiIhc,18.27.03,GOT7 Look M/V,jypentertainment,10,2018-03-12 09:00:02+00:00,"JYP Entertainment|""JYP""|""GOT7""|""갓세븐""|""GOT7 JB""|""GOT7 잭슨""|""GOT7 진영""|""GOT7 유겸""|""GOT7 영재""|""GOT7 마크""|""GOT7 뱀뱀""|""GOT7 Jackson""|""GOT7 Jinyoung""|""GOT7 Yugyeom""|""GOT7 Youngjae""|""GOT7 Mark""|""GOT7 BamBam""|""갓세븐 JB""|""갓세븐 잭슨""|""갓세븐 진영""|""갓세븐 유겸""|""갓세븐 영재""|""갓세븐 마크""|""갓세븐 뱀뱀""|""JB""|""잭슨""|""진영""|""유겸""|""영재""|""마크""|""뱀뱀""|""Jackson""|""Jinyoung""|""Yugyeom""|""Youngjae""|""Mark""|""BamBam""|""갓세븐 뮤비""|""GOT7 Look""|""갓세븐 룩""|""갓세븐 look""|""Look""|""룩""|""룩 뮤비""|""got7 mv""|""look mv""|""look music video""|""eyes on you""|""아이즈온유""|""got7 eyes on you""|""got7 music video""|""got7 look mv""",25757299,1036693,10869,213764,https://i.ytimg.com/vi/sS0LCjOiIhc/default.jpg,False,False,False,GOT7(갓세븐) Look M/V\n\nFind GOT7 Eyes On You on iTunes & Apple Music: https://itunes.apple.com/us/album/eyes-on-you-ep/1358097851\n\n[GOT7 Official] \nhttp://got7.jype.com\nhttps://www.youtube.com/c/GOT7\nhttp://www.facebook.com/GOT7Official\nhttp://www.twitter.com/GOT7Official\nhttp://instagram.com/got7.with.igot7\nhttp://fans.jype.com/GOT7\n\nCopyrights 2018 ⓒ JYP Entertainment. All Rights Reserved,3
5GRyr0noXrw,18.24.03,BOWLING BALL Vs. TRAMPOLINE from 45m!,How Ridiculous,17,2018-03-16 22:00:00+00:00,"how ridiculous|""giant anvil vs""|""anvil vs""|""giant anvil""|""basketball""|""rc cars""|""anvil""|""magnus effect""|""anvil vs fridge""|""bottle flip""|""dart trick shots""|""dropping an anvil""|""rc""|""anvil drop""|""drop test""|""how ridiculous anvil""|""darts trick shots""|""anvil vs ice""|""line x""|""darts""|""basket""|""basketball connect 4""|""anvil drop test""|""dart""|""ridiculous""|""epic""|""funny""|""45m tower""|""how ridiculous rc car""|""giant ice block""|""trampoline""|""bowling ball""|""bowling ball trampoline""|""how ridiculous trampoline""",25235767,493804,49040,42732,https://i.ytimg.com/vi/5GRyr0noXrw/default.jpg,False,False,False,"Bowling ball versus trampoline, who will win?\nSUBSCRIBE ➤ http://bit.ly/SubHowRidiculous\nBUY NEW MERCH ➤ http://tidd.ly/8b33c00b\n\nSOCIALS\nInstagram ➤ (@HowRidiculous): http://bit.ly/FollowHRonInsta\nFacebook ➤ http://bit.ly/HRFacey\nSnapchat ➤ howridiculousau\nTwitter     ➤ (@howridiculous): http://bit.ly/HRTweets\n\nJOIN MAILING LIST  ➤ http://eepurl.com/bVPft1 \n\nWe are passionate about seeing children released from poverty and we would love you to consider sponsoring a child with Compassion. We visited our sponsor children in the Philippines and were blown away by the difference that child sponsorship can make. To find out more about sponsoring a child right now, check out: http://cmpsn.co/howridiculous\n\nWhat's the 44 Club you may ask? Well it all started in the outro of this video https://www.youtube.com/watch?v=AyLPMhp7qbs where we wondered if anyone was still watching the video at that point, and to comment 44 (Scott's fave number) if they were. Brett then said 44 Club get on board and the rest is history. The 44Club is the official How Ridiculous fan club made up of people who love our videos and watch them right to the very end. We've even got 44 Club merch now! So yeh, that's the story. Pretty random but good fun at the same time.\n\nA big thanks to the awesome crew at the Gravity Discovery Centre in Gingin for letting us use their 45m leaning tower for our own experiments. If you wanna head out there and check it out, it's not far from Perth where we live: http://gravitycentre.com.au/leaning-tower/\n\nMusic by Chillhop: http://youtube.com/chillhopdotcom\nBonus Points - Pizza And Video Games https://soundcloud.com/bonuspoints\nListen on Spotify: http://bit.ly/ChillhopSpotify\n\nFor Business or Media Inquiries: management@howridiculous.org\nFor Licensing Inquiries: licenses@howridiculous.org\n\nFor online use, you may embed this YouTube video - for usage in other players please contact us for permission.\n© Copyright 2018 How Ridiculous",3
OK3GJ0WIQ8s,18.06.03,j-hope 'Daydream (백일몽)' MV,ibighit,10,2018-03-01 15:00:02+00:00,"BIGHIT|""빅히트""|""방탄소년단""|""BTS""|""BANGTAN""|""방탄""",23416810,2672431,29088,477233,https://i.ytimg.com/vi/OK3GJ0WIQ8s/default.jpg,False,False,False,"j-hope 'Daydream (백일몽)'\n\n\nj-hope's 'Daydream (백일몽)', the first mixtape album is out now.\n\n\n\nGet 'Daydream (백일몽)' on:\nGoogle: https://bit.ly/2ovoi8m\nMediaFire: https://bit.ly/2owaKcq\nDropbox: https://bit.ly/2GPsNRB\n\n\n\nCredits:\n\n\nDirector : YongSeok Choi (Lumpens)\nAssistant Directors : WonJu Lee (Lumpens)\nDirector of Photography : HyunWoo Nam(GDW)\nGaffer : HyunSuk Song (Real Lighting)\nArt Director : JinSil Park Bona Kim (MU:E)\n\nProduced by Pdogg\n(Pdogg, j-hope)\n\n\n\nBigHit Entertainment. All rights reserved. \nUnauthorized reproduction is a violation of applicable laws. \nManufactured by BigHit Entertainment, Seoul, Korea.\n\n\n\n\nConnect with BTS:\nhttp://www.ibighit.com \nhttp://twitter.com/BTS_bighit \nhttp://twitter.com/BTS_twt \nhttps://www.facebook.com/ibighit\nhttp://www.facebook.com/bangtan.official\nhttp://instagram.com/BTS.bighitofficial\nhttp://weibo.com/BTSbighit",3
S9KxqRUcnCU,18.07.04,Boomerang Trick Shots | Dude Perfect,Dude Perfect,17,2018-03-26 22:01:01+00:00,"dude perfect|""dude perfect stereotypes""|""dude perfect water bottle flip""|""bottle flip""|""water bottle flip""|""dude perfect bottle flip""|""dude perfect basketball""|""dp""|""dude perfect world record""|""edition""|""nerf""|""trick shots""|""trick shot""|""family""|""ping pong""|""bowling""|""clean""|""family friendly""|""bubble wrap""|""soccer""|""football""|""spinner""|""spinners""|""fidget spinners""|""dude""|""boomerang""|""throw""|""thrower""|""logan""|""broadbent""",22233274,848043,15147,37216,https://i.ytimg.com/vi/S9KxqRUcnCU/default.jpg,False,False,False,"Time to take boomerangs to the next level!\n► Click HERE to subscribe to Dude Perfect! http://bit.ly/SubDudePerfect\n\n► Click HERE to watch our most recent videos! http://bit.ly/NewestDudePerfectVideos\nhttp://bit.ly/NewestDPVideos\n\n►Click HERE to follow Logan on Instagram!\nFollow @logan.broadbent: \nhttps://www.instagram.com/logan.broadbent\n\n► SHOP our NEW Merchandise! - http://bit.ly/DPStore\n►Click HERE to join the exclusive Dude Perfect T-Shirt Club! http://bit.ly/DPTShirtClub\n\nMusic: Army by Zayde Wolf\n►Click HERE to download : http://smarturl.it/ZWGoldenAge\n\nPlay our NEW iPhone game!\n► PLAY Endless Ducker on iPhone -- http://smarturl.it/EndlessDucker\n► PLAY Endless Ducker on Android -- http://smarturl.it/EndlessDucker\n\n► VISIT our NEW STORE - http://bit.ly/DPStore\n► JOIN our NEWSLETTER - http://bit.ly/DPNewsletterEndCard\n► WATCH our STEREOTYPES - http://bit.ly/StereotypesPlaylist\n\nIn between videos we hang out with you guys on Instagram, Snapchat, Twitter, and Facebook so pick your favorite one and hang with us there too!\n\nhttp://Instagram.com/DudePerfect\nhttp://bit.ly/DudePerfectSnapchat\nhttp://Twitter.com/DudePerfect\nhttp://Facebook.com/DudePerfect\n\nDo you have a GO BIG mindset? \nSee for yourself in our book Go Big. \n►http://amzn.to/OYdZ2s\n\nA special thanks to those of you who play our iPhone Games and read our book. You guys are amazing and all the great things you tell us about the game and the book make those projects so worthwhile for us! \n\nDude Perfect GAME - http://smarturl.it/DPGameiPhone\nDude Perfect BOOK - Go Big - http://amzn.to/OYdZ2s\n\nClick here if you want to learn more about Dude Perfect:\nhttp://www.dudeperfect.com/blog-2/\n\nBonus points if you're still reading this! \nComment \n\nAs always...Go Big and God Bless!\n- Your friends at Dude Perfect\n\nBusiness or Media, please contact us at: \nDude@DudePerfect.com\n\n------------\n\n5 Best Friends and a Panda.\nIf you like Sports + Comedy, come join the Dude Perfect team!\n\nBest known for trick shots, stereotypes, battles, bottle flips, ping pong shots and all around competitive fun, Dude Perfect prides ourselves in making the absolute best family-friendly entertainment possible! Welcome to the crew! \n\nPound it. Noggin. \n- Dude Perfect",3
kton-qrKNLc,18.16.03,Meghan Trainor - No Excuses,MeghanTrainorVEVO,10,2018-03-01 13:00:05+00:00,"meghan trainor|""no excuses""|""no excuses official video""|""all about that bass""|""like i'm gonna lose you""|""me too""|""no""|""dear future husband""|""better when i'm dancin'""|""fifth harmony""|""rixton""|""ariana grande""|""tori kelly""|""nick jonas""|""shawn mendes""|""selena gomez""|""Epic""|""Meghan Trainor""|""No Excuses""|""Pop""",19998243,371137,30159,23556,https://i.ytimg.com/vi/kton-qrKNLc/default.jpg,False,False,False,"No Excuses available at Spotify: http://smarturl.it/NoExcusesMT/spotify\niTunes: http://smarturl.it/NoExcusesMT/itunes\nAmazon: http://smarturl.it/NoExcusesMT/amazonmusicbuy\nApple Music: http://smarturl.it/NoExcusesMT/applemusic\nGoogle Play: http://smarturl.it/NoExcusesMT/googleplay\n\nVideo Directed by: Colin Tilley\nVideo Produced by: Jamee Ranta\n\nMeghan Trainor online: \nhttps://twitter.com/Meghan_Trainor \nhttps://www.instagram.com/meghan_trainor \nhttps://www.facebook.com/meghantrainorsongs \nhttps://meghan-trainor.com\n\n(C) 2018 Epic Records, a division of Sony Music Entertainment",3
ffxKSjUwKdU,18.14.05,Ariana Grande - No Tears Left To Cry,ArianaGrandeVevo,10,2018-04-20 04:00:03+00:00,"Ariana|""Grande""|""No""|""Tears""|""Left""|""To""|""Cry""|""Universal""|""Records""|""Pop""",148689896,3094021,129502,242039,https://i.ytimg.com/vi/ffxKSjUwKdU/default.jpg,False,False,False,"No Tears Left To Cry (Official Video)Song Available Here: https://arianagrande.lnk.to/notearsYD Connect with Ariana Grande:https://www.arianagrande.com https://www.instagram.com/arianagrande https://twitter.com/arianagrande https://www.facebook.com/arianagrande Director - Dave MeyersProducer - Nathan ScherrerEditor - Nick GilbergDirector of Photography - Scott CunninghamProduction Designer - Ethan TobmanVisual Fx - BufColourist - Stefan SonnenfeldA FREENJOY PRODUCTIONMusic video by Ariana Grande performing No Tears Left To Cry. © 2018 Republic Records, a Division of UMG Recordings, Inc.http://vevo.ly/zyztMq",4
zEf423kYfqk,18.15.05,"Becky G, Natti Natasha - Sin Pijama (Official Video)",BeckyGVEVO,10,2018-04-20 10:40:51+00:00,"Becky G|""Natti Natasha""|""Natti Natasha Music""|""Natti Natasha Official Video""|""Natti Natasha Video""|""Natti Natasha Video Oficial""|""Natti Natasha Nuevo Video""|""Natti Natasha New Video""|""Sin Pijama Official Video""|""Official Video""|""Sin Pijama Official Remix Video""|""Sin Pijama Single""|""Single""|""Natti Natasha New Single""|""Natti Natasha Single""|""Natti Natasha Song""|""Sin Pijama new song""|""Sin Pijama nueva canción""|""Natti Natasha nueva cancion""|""Natti""|""Natasha""|""en""",139334502,1425496,119798,83941,https://i.ytimg.com/vi/zEf423kYfqk/default.jpg,False,False,False,"Becky G & Natti Natasha – “Sin Pijama”NUEVO SENCILLO “Sin Pijama” DISPONIBLE AHORA iTunes: http://smarturl.it/SinPijamaI   Apple Music: http://smarturl.it/SinPijamaA  Spotify: http://smarturl.it/SinPijamaSpot  Amazon Music: http://smarturl.it/SinPijamaAm  Google Play: http://smarturl.it/SinPijamaGPDeezer: http://smarturl.it/SinPijamaD ¡Elige tu plataforma de preferencia!: https://SML.lnk.to/SinPijama ESCÚCHA Sin Pijama EN LATINO VIBES ....¡SIGUE ESTE PLAYLIST AHORA PARA ESCÚCHAR NUEVA MÚSICA + LOS MEJORES PUNTOS LATINOS DE HOY!Apple Music: http://smarturl.it/LatinoVibesA   Spotify: http://smarturl.it/LatinoVibesS SIGUE A BECKY G EN: Página web oficial: http://iambeckyg.com Instagram: http://smarturl.it/BeckyGInstagram Facebook: http://smarturl.it/BeckyGFB Twitter: http://smarturl.it/BeckyGTWSIGUE A NATTI NATASHA EN: INSTAGRAM: https://www.instagram.com/nattinatasha/ FACEBOOK: https://www.facebook.com/NattiNatashaOfficial/ Official music video by Becky G, Natti Natasha performing Sin Pijama . (C) 2018 Sony Music Entertainment US Latin LLC",4
M4ZoCHID9GI,18.14.05,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,10,2018-04-12 16:00:04+00:00,"The|""Weeknd""|""Call""|""Out""|""My""|""Name""",122544931,1427436,40837,55320,https://i.ytimg.com/vi/M4ZoCHID9GI/default.jpg,False,False,False,"Call Out My Name (Official Video)Taken from the album My Dear Melancholy,http://theweeknd.co/mdmYD Connect with The Weeknd:http://www.facebook.com/theweeknd http://instagram.com/theweeknd https://soundcloud.com/theweeknd https://twitter.com/TheWeeknd https://www.theweeknd.com Directed by Grant SingerPRODUCER – Saul GermaineEXECUTIVE PRODUCER – Nina SorianoFor Anonymous ContentDIRECTOR OF PHOTOGRAPHY – Alexis ZabePRODUCTION DESIGNER – Page BucknerEDITOR – Nate Gross for Exile EditCOLORIST – Simon Bourne for FramestoreVFX – The Mill VFX SUPERVISOR – David LawsonVFX CREATIVE DIRECTOR – Becky Porter2D LEAD ARTIST – Jason Bergman3D LEAD ARTIST – David LawsonAUDIO MIXER – Adam Primack for Lime StudiosMusic video by The Weeknd performing Call Out My Name. © 2018 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.http://vevo.ly/wvSjbc",4
i0p1bmr0EmE,18.27.04,TWICE What is Love? M/V,jypentertainment,10,2018-04-09 08:59:51+00:00,"TWICE What is Love|""TWICE What is Love?""|""TWICE 왓이즈러브""|""트와이스 왓이즈러브""|""트와이스 What is Love""|""What is Love?""|""What is Love""|""왓이즈러브""|""웟이즈러브""|""What's Love""|""왓츠러브""|""TWICE What's Love""|""트와이스 What's Love""|""트와이스 왓츠러브""|""TWICE""|""트와이스""|""What is Love M/V""|""What is Love MV""|""What is Love Music Video""|""What is Love 뮤비""|""What is Love 뮤직비디오""|""TWICE M/V""|""TWICE MV""|""TWICE Music Video""|""TWICE 뮤비""|""TWICE 뮤직비디오""|""트와이스 M/V""|""트와이스 MV""|""트와이스 Music Video""|""트와이스 뮤비""|""트와이스 뮤직비디오""|""박진영""|""JYP""|""트와이스 남장""|""트와이스 영화 패러디""",69295519,1324609,118647,238744,https://i.ytimg.com/vi/i0p1bmr0EmE/default.jpg,False,False,False,TWICE(트와이스) What is Love? M/V\n\nSpotify https://goo.gl/jVLYYY\niTunes & Apple Music https://goo.gl/DKyKZf\nGoogle Music https://goo.gl/DxAtPd\n\nTWICE Official YouTube: http://www.youtube.com/c/TWICEonAir\nTWICE Official Facebook: http://www.facebook.com/JYPETWICE\nTWICE Official Twitter: http://www.twitter.com/JYPETWICE\nTWICE Official Instagram: http://www.instagram.com/TWICETAGRAM\nTWICE Official Homepage: http://TWICE.jype.com\nTWICE Official Fan's: http://fans.jype.com/TWICE\n\nⓒ 2018 JYP Entertainment. All Rights Reserved,4
U9BwWKXjVaI,18.27.04,Drake - Nice For What,DrakeVEVO,10,2018-04-07 02:46:31+00:00,"Drake|""Nice""|""For""|""What""|""Young""|""Money""|""Hip""|""Hop""",60635812,994986,34165,55653,https://i.ytimg.com/vi/U9BwWKXjVaI/default.jpg,False,False,False,Music video by Drake performing Nice For What. © 2018 Young Money/Cash Money Records,4
u9Mv98Gr5pY,18.14.05,VENOM - Official Trailer (HD),Sony Pictures Entertainment,24,2018-04-24 03:45:03+00:00,"Venom|""Venom Movie""|""Venom (2018)""|""Marvel""|""Marvel Comics""|""Planet of the Symbiotes""|""Eddie Brock""|""Tom Hardy""|""Ruben Fleischer""|""Spider-man""|""Spider-man: Homecoming""|""Michelle Williams""|""Jenny Slate""|""Riz Ahmed""|""Spider-man Spinoff""|""We Are Venom""|""Peter Parker""|""Sony Pictures Entertainment""|""film""|""movie""|""official""|""official venom movie trailer""|""official trailer""|""sony pictures venom""",59254638,1295189,47162,139879,https://i.ytimg.com/vi/u9Mv98Gr5pY/default.jpg,False,False,False,"We Are #Venom. 10.5.18One of Marvel's most enigmatic, complex and badass characters comes to the big screen, starring Academy Award® nominated actor Tom Hardy as the lethal protector Venom. Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyPicsSubscribe Follow VENOM on Social: https://www.facebook.com/VenomMovie/ https://twitter.com/VenomMovie https://www.instagram.com/venommovie/Cast:Tom HardyMichelle WilliamsRiz AhmedScott HazeReid Scott",4
iWZmdoY1aTE,18.15.05,Ed Sheeran - Happier (Official Video),Ed Sheeran,10,2018-04-27 08:40:14+00:00,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""|""ed sheeran happier""|""edsheeran happier""",55054077,1378923,33465,67092,https://i.ytimg.com/vi/iWZmdoY1aTE/default.jpg,False,False,False,÷. Out Now: https://atlanti.cr/yt-albumSubscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeranFollow Ed on...Facebook: http://www.facebook.com/EdSheeranMusicTwitter: http://twitter.com/edsheeranInstagram: http://instagram.com/teddysphotosOfficial Website: http://edsheeran.com,4
rRr1qiJRsXk,18.14.05,Sanju | Official Teaser | Ranbir Kapoor | Rajkumar Hirani,FoxStarHindi,24,2018-04-24 07:58:08+00:00,"Sanju Teaser|""Official Teaser""|""Sanju Official Teaser""|""sanjay dutt biopic""|""sanjay dutt biopic teaser""|""sanjay dutt biopic film""|""sanjay dutt new movie""|""rajkumar hirani movies""|""Ranbir Kapoor""|""Paresh Rawal""|""Manisha Koirala""|""Anushka Sharma""|""Sonam Kapoor""|""Dia Mirza""|""Vicky Kaushal""|""Jim Sarbh""|""Boman Irani""|""Vinod Chopra Films""|""Rajkumar Hirani Films""|""Fox Star Studios""|""ranbir kapoor sanjay dutt biopic""|""ranbir kapoor sanjay dutt biopic movie""|""ranbir kapoor sanjay dutt film""",48654951,811144,33051,48941,https://i.ytimg.com/vi/rRr1qiJRsXk/default.jpg,False,False,False,"Few lives in our times are as dramatic and enigmatic as the saga of Sanjay Dutt. Coming from a family of cinema legends, he himself became a film star, and then saw dizzying heights and darkest depths: adulation of diehard fans, unending battles with various addictions, brushes with the underworld, prison terms, loss of loved ones, and the haunting speculation that he might or might not be a terrorist.Sanju is in turns a hilarious and heartbreaking exploration of one man’s battle against his own wild self and the formidable external forces trying to crush him. It depicts the journey of a man through everything that life can throw at him. Some true stories leave you thinking “did this really happen?” This is one such unbelievable story that happens to be true.Starring: Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Anushka Sharma, Sonam Kapoor, Dia Mirza, Vicky Kaushal, Jim Sarbh and Boman Irani.  Directed by: Rajkumar Hirani.  Produced by: Vinod Chopra Films and Rajkumar Hirani Films in association with Fox Star Studios.Also Subscribe To FoxStarIndia: http://goo.gl/Y8HGhYFoxStarSouth : http://goo.gl/AO8IsZSocial Media LinksFacebook: https://www.facebook.com/foxstarhindiTwitter: https://twitter.com/foxstarhindiInstagram: http://instagram.com/foxstarhindiPinterest: http://www.pinterest.com/foxstarhindi/Dailymotion:http://www.dailymotion.com/FoxStarHindi",4
J-dv_DcDD_A,18.30.04,ZAYN - Let Me (Official Video),ZaynVEVO,10,2018-04-12 12:00:04+00:00,"Let Me|""Pop""|""RCA Records Label""|""ZAYN""",44782227,1320316,33742,85709,https://i.ytimg.com/vi/J-dv_DcDD_A/default.jpg,False,False,False,ZAYN’s brand new song “Let Me” \nGet it on Apple Music: http://smarturl.it/ZlZmZ/applemusic?iQid=yt\nStream/Add on Spotify: http://smarturl.it/ZlZmZ/spotify?iQid=yt\nDownload on iTunes: http://smarturl.it/ZlZmZ/itunes?iQid=yt\nAmazon Music: http://smarturl.it/ZlZmZ/az?iQid=yt\nGoogle Play: http://smarturl.it/ZlZmZ/googleplay?iQid=yt\nStream on Deezer: http://smarturl.it/ZlZmZ/deezer?iQid=yt\n \nZAYN's debut album 'Mind Of Mine'\nGet it on Apple Music: http://smarturl.it/MindOfMine?IQid=yt\nTarget Deluxe with 2 Bonus Tracks: http://smarturl.it/MindOfMineTarget?iQid=yt\nStream/Add on Spotify: http://smarturl.it/MindOfMineSp?IQid=yt\nAmazon Music: http://smarturl.it/MindOfMineAMZ?IQid=yt\nGoogle Play: http://smarturl.it/MindOfMineGP?IQid=yt\nStream on Deezer: http://smarturl.it/MoMdeezer?IQid=yt\n \nExclusive vinyl: http://smarturl.it/MindOfMineD2C?IQid=yt\n \nStream the official music videos from ‘Mind of Mine’:\nhttp://smarturl.it/ZMOMVs\n \nFollow ZAYN:\nhttp://www.facebook.com/ZAYN\nhttps://twitter.com/zaynmalik\nhttp://www.instagram.com/ZAYN\nSnapchat: @ZAYN\nhttp://smarturl.it/ZAYNSpotify\nhttp://www.inZAYN.com\n \nBest of ZAYN:\nhttp://smarturl.it/BoZPlaylist\n \nSubscribe for more:\nhttp://smarturl.it/ZSubscribeV,4
LryQJ25CnKU,18.14.05,Jennifer Lopez - El Anillo (Official Video),JenniferLopezVEVO,10,2018-04-27 13:00:06+00:00,"Jennifer Lopez El Anillo|""Jennifer Lopez El Anillo official video""|""El Anillo video oficial""|""Pop""|""El Anillo dance""|""Jennifer Lopez El Anillo karaoke""|""Jennifer Lopez mix""|""Jennifer Lopez exitos""|""Jennifer Lopez El Anillo lyrics""|""El Anillo letra""|""Jennifer Lopez best songs""|""music video""|""musica en espanol""|""latin music""|""El Anillo remix""|""Pop mix""|""JLO""|""Shakira""|""Ricky Martin""|""Pitbull""|""Beyonce""|""Selena""|""live""|""en vivo""|""Jennifer""|""Lopez""|""El""",41446137,502519,78095,36974,https://i.ytimg.com/vi/LryQJ25CnKU/default.jpg,False,False,False,Jennifer Lopez  – “El Anillo”NUEVO SENCILLO “El Anillo” DISPONIBLE AHORA! iTunes: http://smarturl.it/ElAnillo  Apple Music: http://smarturl.it/ElAnilloA  Spotify: http://smarturl.it/ElAnilloS  Amazon Music: http://smarturl.it/ElAnilloAm  Google Play: http://smarturl.it/ElAnilloGP   ¡Elige tu plataforma de preferencia!: https://SML.lnk.to/ElAnilloESCÚCHA El Anillo EN LATINO VIBES ....¡SIGUE ESTE PLAYLIST AHORA PARA ESCÚCHAR NUEVA MÚSICA + LOS MEJORES PUNTOS LATINOS DE HOY!Apple Music: http://smarturl.it/LatinoVibesA   Spotify: http://smarturl.it/LatinoVibesS SIGUE A JENNIFER LOPEZ EN: Official Site: http://www.jenniferlopez.com Facebook: https://www.facebook.com/jenniferlopez Instagram: https://www.instagram.com/jlo Twitter: https://twitter.com/jlo Jennifer Lopez  – “El Anillo”NEW SINGLE “EL ANILLO” AVAILABLE NOW!: LISTEN TO “El Anillo” ON LATINO VIBES….FOLLOW NOW TO HEAR NEW MUSIC + TODAY’S HOTTEST LATIN HITS!!!Apple Music: http://smarturl.it/LatinoVibesA Spotify: http://smarturl.it/LatinoVibesS                                                                FOLLOW JENNIFER LOPEZ !Official Site: http://www.jenniferlopez.com Facebook: https://www.facebook.com/jenniferlopez Instagram: https://www.instagram.com/jlo Twitter: https://twitter.com/jlo Official video by Jennifer Lopez performing El Anillo. (C) 2018 Sony Music Entertainment US Latin LLC,4
VYOjWnS4cMY,18.02.06,Childish Gambino - This Is America (Official Video),ChildishGambinoVEVO,10,2018-05-06 04:00:07+00:00,"Childish Gambino|""Rap""|""This Is America""|""mcDJ Recording/RCA Records""",225211923,5023450,343541,517232,https://i.ytimg.com/vi/VYOjWnS4cMY/default.jpg,False,False,False,“This is America” by Childish Gambino http://smarturl.it/TcIgADirector: Hiro MuraiProducer: Jason Cole of Doomsday with Ibra Ake and Fam Rothstein of Wolf + Rothsteintour tickets and merchandise available at childishgambino.com,5
