video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
SFdO-19Xdho,17.16.11,Clean Bandit - I Miss You feat. Julia Michaels in the Radio 1 Live Lounge,BBC Radio 1,10,2017-11-14T16:23:31.000Z,"clean bandit|""i miss you""|""live lounge""|""julie michaels""|""bbc""",37575,1679,21,82,https://i.ytimg.com/vi/SFdO-19Xdho/default.jpg,False,False,False,Clean Bandit perform their single I Miss You feat. Julia Michaels in the Radio 1 Live Lounge\n\nCheck out more here - http://www.bbc.co.uk/programmes/b039rx03
gm5P74vcB84,17.28.11,Casually Laser-Exposing 0.2 mm PCB features on a 3D printer,Marco Reps,28,2017-11-24T11:13:40.000Z,"laser|""exposing""|""pcb""|""trace""|""footprint""|""3d""|""printer""|""etch""|""develop""|""cetus""|""linear""|""rail""|""405""|""nm""|""blue""|""diode""|""transistor""|""heat""|""sink""|""precision""|""accuracy""|""resolution""|""diy""|""arduino""|""cnc""|""stepper""|""motor""|""heated""|""build""|""platform""|""modification""|""extruder""|""pin""|""engraving""|""engraver""|""etching""|""developing""|""module""|""mw""|""power""|""supply""|""constant""|""current""|""source""|""forward""|""voltage""|""ma""|""photosensitive""|""layer""|""bungard""|""stl""|""open""|""flatcam""|""milling""|""isolation""|""routing""|""uv""|""ray""|""circuit""|""board""|""eagle""|""bga""",39115,1423,21,144,https://i.ytimg.com/vi/gm5P74vcB84/default.jpg,False,False,False,"Cetus3D printer: https://www.cetus3d.com/\nLaser module: https://goo.gl/sb2m4k\nMy patreon: https://www.patreon.com/marcoreps\n\nHolder .stl file: https://drive.google.com/open?id=19XB8ktrIu9sGUK21tpFv_AmdhW9SvtCa\n\nTest layout Eagle .brd file: https://drive.google.com/file/d/1sE2sykS5GtyzU_qfyVLJ0WTsiXXSR3PW/view?usp=sharing\n\nIn this video I wanted to make a heated build platform for my cheap 3D printer, but got distracted by another interesting feature of the Cetus. It has an unused output on the print head, that can be controlled from within gcode. That opens up a ton of possibilities, but what I am most interested in is, as always, laser PCB prototyping. Will that work? Spoiler: Yes, it will. Incredibly well."
nlIE1I6DxjI,18.27.01,David Archuleta - Seasons ft. Madilyn Paige (Official Music Video),David Archuleta,10,2018-01-26T05:49:25.000Z,[none],54209,3169,47,258,https://i.ytimg.com/vi/nlIE1I6DxjI/default.jpg,False,False,False,"SEASONS\nfeaturing Madilyn Paige\nFrom the album ‘Postcards In The Sky’\n\nVideo by Dusty Barker\n\niTunes: http://apple.co/2y7yEBa\nAmazon: http://amzn.to/2xDZnpD\nSpotify: http://spoti.fi/2ygnY3d\n\nTour Dates: http://davidarchuleta.com/home/live/\nFacebook: https://www.facebook.com/davidarchuleta\nTwitter: https://twitter.com/DavidArchie\n\n\nSeasons (featuring Madilyn Paige)\nDavid Archuleta, Archie Songs (ASCAP)/Stephanie Mabey, Wake Up Dreaming Music (BMI) / Dustin Christensen, Sand Puppy (ASCAP)\nProduced and Engineered by Scott Wiley @ June Audio Recording Studios Provo, UT\nMixed by: Tyler Scott\nStrings: Dave Davidson, Drums: Aaron Anderson, Piano: Dustin Christensen, Bass guitar, acoustic guitar, percussion, programming: Scott Wiley\nString Arrangement: Jason Webb\nStrings recorded by Bobby Shin at Little Big Sound, Nashville, TN"
caN18WcW5XU,17.21.11,"Hailee Steinfeld & Alesso Let Me Go ft Florida Georgia Line,watt AMA live",David Sistaro,10,2017-11-20T01:45:52.000Z,[none],60079,859,22,59,https://i.ytimg.com/vi/caN18WcW5XU/default.jpg,False,False,False,This is the first time Hailee Steinfeld Performance Live at the AMA and it was Spectacular Amazing mind blowing and eye popping can’t wait to see her live in concert soon
HbKnEQdCjGg,18.24.02,Lewis Capaldi - Rush (Official Audio) ft. Jessie Reyez,LewisCapaldiVEVO,10,2018-02-23T00:00:00.000Z,"Lewis|""Capaldi""|""Rush""|""Vertigo""|""Berlin""|""Alternative""|""Jessie Reyez""|""Figures""|""Bruises""|""Lost On You""|""Mercy""|""Fade""|""Audio""|""Singer-Songwriter""|""Pop""|""Lewis Capaldi""|""LewisCapaldiVEVO""|""The Vibe Guide""|""IndieAir""|""Selected""|""Delta Jack Remix""|""Tep No""|""Songwriter""|""music video""|""aberdeen""|""official video""|""Universal""|""Official Audio""|""Bloom""",62052,6373,36,336,https://i.ytimg.com/vi/HbKnEQdCjGg/default.jpg,False,False,False,"Lewis Capaldi Rush feat. Jessie Reyez out now! \nDownload & stream here: https://lewiscapaldi.lnk.to/Rush_ft_JessieReyez\n\n---------------------------------\n\nFollow Lewis Capaldi:\n\nhttp://www.facebook.com/lewiscapaldi\nhttp://www.twitter.com/lewiscapald\nhttp://www.instagram.com/lewiscapaldi\nhttp://www.lewiscapaldi.com \n\n---------------------------------\n\nLyrics: \n\nThe space between where our ends meet\nHas grown too much for me to block it out\nI miss the tone of your heartbeat\nIt’s such a warming and familiar sound\n\nI hope you’re finding the power \nTo help you make it through the darker days\nFor now I’ll wait by the hour \nIf you wanna take somebody’s breath away\n\nI hope you’re lonely, hope you’re lost ‘cause I’ve been\nAnd I’d hate to think you’re better off without me\nI know we tried to hold on\nBut where do you go\nWhen love it just ain’t enough\n\nNow does it kill you when you think about me\nAre you as close to giving up as I’ve been\nI know we kept losing touch got lost in the rush\nI pray you don’t hurt too much\n\nI don’t come close to an angel\nAnd you ain’t never been no kind of saint\nbut when we both came together\nHell to heaven you were my escape\nBut fires don’t burn forever\nAnd all these ashes crumble when we touch\nWe danced to death in the fire\nWhat can we do now the music’s done, my love\n\nI hope you’re lonely, hope you’re lost ‘cause I’ve been\nAnd I’d hate to think you’re better off without me\nI know we tried to hold on\nBut where do you go\nWhen love it just ain’t enough\n\nNow does it kill you when you think about me\nAre you as close to giving up as I’ve been\nI know we kept losing touch got lost in the rush\nI pray you don’t hurt too much\n\nWell we had it all, and we let it fall\nBut I hope you find whatever you were looking for\nWell we had it all, and we let it fall\nLost in the rush but I pray you don’t hurt too much\n\nMusic video by Lewis Capaldi performing Rush. (C) 2018 Universal Music GmbH\n\nhttp://vevo.ly/BgMAoj"
sZWmwHjFRPI,17.09.12,Charli XCX - Out Of My Head ft. Tove Lo and ALMA [Official Audio],officialcharlixcx,10,2017-12-08T07:59:22.000Z,"charli|""xcx""|""charlie""|""pop""|""pop 2""|""out of my head""|""tove lo""|""alma""|""tove""|""low""|""boys""|""number 1 angel""|""fancy""|""boom clap""",68513,8087,89,700,https://i.ytimg.com/vi/sZWmwHjFRPI/default.jpg,False,False,False,"Out Of My Head, the first track from 'Pop 2' out 15.12.17.\nListen/Pre-order: http://atlanti.cr/pop2\n\n►Subscribe to channel: http://goo.gl/D8kLMn\n►Twitter - https://twitter.com/charli_xcx\n►Facebook - https://www.facebook.com/charlixcxmusic\n►Instagram - https://www.instagram.com/charli_xcx/\n►Website: https://xcx.world\n\n►Snapchat: xcxworld"
fxNNP9kifNg,18.04.02,Rise of the TMNT Official Live Stream Character Art Reveal ft. Andre 'Black Nerd' & Kevin Eastman,Nickelodeon,24,2018-02-01T19:03:08.000Z,"Nickelodeon|""nick""|""official""|""channel""|""kid""|""family""|""child""|""TMNT""|""ninja turtles""|""rise""|""rise of the teenage mutant ninja turtles""|""cartoon""|""leonardo""|""splinter""|""michelangelo""|""rafael""|""donatello""|""super hero""|""ninja""|""ninjas""|""nick toon""|""animation""|""cartoons""|""new show""|""new""|""live""|""reveal""|""characters""|""eric bauza""|""Kevin Eastman""|""Andre 'Black Nerd'""|""reinvention""|""art work""",68612,2498,349,438,https://i.ytimg.com/vi/fxNNP9kifNg/default.jpg,False,False,False,"Rise of the Teenage Mutant Ninja Turtles is a reinvention of the classic TMNT series! Get an inside scoop from the ones who know it best, with special guests like Andre 'Black Nerd' and Kevin Eastman! Dudes, what do you think of the new art?!\n\nSubscribe if you love Nickelodeon and want to see more! http://goo.gl/JJgxNm?xid=YTdesc\n\nNickelodeon is the number-one brand for kids with original cartoons, sitcoms, movies, award shows, products and more! Here on our YouTube you’ll find SpongeBob SquarePants; Teenage Mutant Ninja Turtles; Henry Danger; The Thundermans; Game Shakers; Make it Pop; Harvey Beaks; Alvinnn!; School of Rock; The Loud House; Nicky, Ricky, Dicky & Dawn, and Nick content from around the world.\n\nNeed to know when your favorite TV show is on? Go to: http://www.nick.com/shows/tvschedule/\n\nFor even more fun, games, and full episodes log on to http://www.nick.com\n\nMore from Nickelodeon:\nOfficial Nickelodeon Website: http://www.nick.com/?xid=YTdesc\nOfficial Nickelodeon App: http://www.nick.com/app?xid=YTdesc\nLike Nickelodeon: https://www.facebook.com/nickelodeon?xid=YTdesc\nFollow Nickelodeon: https://twitter.com/NickelodeonTV?xid=YTdesc\nNickelodeon Tumblr: http://nickelodeon.tumblr.com?xid=YTdesc\nNickelodeon Instagram: http://instagram.com/nickelodeontv?xid=YTdesc\nNickelodeon Snapchat: http://at.nick.com/snapchat \nThe Splat! Snapchat: http://at.nick.com/TheSplatChat \nNickSportsTV Snapchat: http://at.nick.com/NickSportsTVsnapchat"
HVKuA1s5I3o,18.17.01,"Mandisa - Bleed The Same ft. TobyMac, Kirk Franklin",MandisaVEVO,10,2018-01-15T05:00:01.000Z,"Mandisa|""Bleed""|""The""|""Same""|""Sparrow""|""(SPR)""|""Christian""",71574,3449,49,247,https://i.ytimg.com/vi/HVKuA1s5I3o/default.jpg,False,False,False,"Mandisa – Official Music Video for Bleed The Same” from the album ‘Out Of The Dark,’ out now!\n\nSubscribe to MandisaVEVO: http://smarturl.it/MandisaVEVOSub \n\nGet this song on Mandisa’s new album, out now: http://smarturl.it/OutOfTheDark.all \n\nFollow Mandisa: \nFacebook: http://facebook.com/mandisaofficial \nTwitter: http://twitter.com/mandisaofficial \nInstagram: http://instagram.com/mandisaofficial \nSpotify: http://smarturl.it/OutoftheDark.sp \n\nLYRICS: \n\nWe all bleed the same \nWe’re more beautiful when we come together \nWe all bleed the same \nSo tell me why, tell me why we’re divided \n\nWoke up today \nAnother headline, another innocent life is taken \nIn the name of hatred \nSo hard to take \nAnd if we think that it’s all good \nThen we’re mistaken \n‘Cause my heart is breakin’ \n\nAre you left, are you right \nPointing fingers, taking sides \nWhen are we gonna realize \n\nWe all bleed the same \nWe’re more beautiful when we come together \nWe all bleed the same \nSo tell me why, tell me why we’re divided \nIf we’re gonna fight, let’s fight for each other \nIf we’re gonna shout, let love be the cry \nWe all bleed the same \nSo tell me why, tell me why we’re divided \n\nTell me who are we \nTo judge someone by the kind of clothes they’re wearin’ \nOr the color of their skin \nAre you black, are you white \nAren’t we all the same inside \nFather, open our eyes to see \n\nOnly love can drive out all the darkness \nWhat are we fightin’ for \nWe were made to carry one another \nWe were made for more \n\nWe all bleed the same \nWe’re more beautiful when we come together \nWe all bleed the same \nSo tell me why, tell me why we’re divided \nIf we’re gonna fight, let’s fight for each other \nIf we’re gonna shout, let love be the cry \nWe all bleed the same \nLet’s stand united, let’s stand united\n\nMusic video by Mandisa performing Bleed The Same. (C) 2017 Sparrow Records\n\nhttp://vevo.ly/tSpxdI"
Dkut3XLIVrI,17.28.11,Nick Jonas - Say All You Want For Christmas (Audio) ft. Shania Twain,NickJonasVEVO,10,2017-11-21T22:13:49.000Z,"Nick|""Jonas""|""Say""|""All""|""You""|""Want""|""For""|""Christmas""|""Island""|""Records""|""Holiday""",78674,4826,118,344,https://i.ytimg.com/vi/Dkut3XLIVrI/default.jpg,False,False,False,"Music video by Nick Jonas performing Say All You Want For Christmas. (C) 2017 Island Records, a division of UMG Recordings, Inc. / Safehouse Records, LLC\n\nhttp://vevo.ly/1iA5Hz"
YBgabneSziQ,18.24.02,Snoop Dogg - One More Day (Audio) ft. Charlie Wilson,SnoopDoggVEVO,10,2018-02-23T08:00:02.000Z,"All The Time Entertainment|""Gospel/Christian""|""One More Day (Audio)""|""Snoop Dogg feat. Charlie Wilson""",81805,3455,196,365,https://i.ytimg.com/vi/YBgabneSziQ/default.jpg,False,False,False,Snoop Dogg- One More Day\n\nAvailable now:http://smarturl.it/BOLAM\nApple Music: http://smarturl.it/BOLAM\niTunes: http://smarturl.it/BOLI\nAmazon: http://smarturl.it/BOLAmazon\n\n\nConnect with Snoop Dogg\nFacebook:facebook.com/SnoopDogg\nTwitter:twitter.com/SnoopDogg\nInstagram:@SnoopDogg\nWebsite:http://www.snoopdogg.co
